text;ref;nbg;datei;autor;subjekt;subjekt_type;kommentar_1;q_subjekt;subjekt_ref;prädikat;p_wert;p_ref;objekt;objekt_type;q_objekt;objekt_ref;zeit;q_zeit;kommentar_2;reihenfolge;lat;lon
In dem nemlichen Jahre reisie ich in Gesellschaft des Bruder Baumeister zur Feyer des 50ojährigen Jubiläums den 17ten Juny wieder nach Herrnhut.;https://collections.mun.ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb.xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;Qualifikator_K;Q130902239;https://www.wikidata.org/wiki/Q130902239;via;P2825;https://www.wikidata.org/wiki/Property:P3712;Herrnhut;location;Q165140;https://www.wikidata.org/wiki/Q165140;17.06.;;K002;3019;51.016666666;14.741666666
Am 16 09.ging Bruder Fritsch mit Geschwister Leitner und Bruder schulz an Bord, sie legten am 19 October bei Madeira an, um frischen Proviant einzunehmen, und langten den 26 12.glücklich in der Capstadt an.;https://collections.mun.ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes.xml;Johannes Fritsch;Johann Gottfried Schulz;person;Qualifikator_K;Q130902239;https://www.wikidata.org/wiki/Q130902239;via;P2825;https://www.wikidata.org/wiki/Property:P1427;London;location;Q84;https://www.wikidata.org/wiki/Q84;16.09.;P580;K003;6046;51.507222222;-0.1275
Am 16 09.ging Bruder Fritsch mit Geschwister Leitner und Bruder schulz an Bord, sie legten am 19 October bei Madeira an, um frischen Proviant einzunehmen, und langten den 26 12.glücklich in der Capstadt an.;https://collections.mun.ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes.xml;Johannes Fritsch;Johann Gottfried Schulz;person;Qualifikator_K;Q130902239;https://www.wikidata.org/wiki/Q130902239;via;P2825;https://www.wikidata.org/wiki/Property:P1444;Madeira;location;Q26253;https://www.wikidata.org/wiki/Q26253;19.10.;;K004;6046;32.75;-17.0
Den 1 October reiste er von London mit dem Bruder Christian Ignatius La Trobe, und mehreren zum Mifsiondienst vestimmten Gefchwistern dahin ab, und langte im 12.dort an.;https://collections.mun.ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F.xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;Qualifikator_K;Q123456933;https://www.wikidata.org/wiki/Q123456933;via;P2825;https://www.wikidata.org/wiki/Property:P1427;London;location;Q84;https://www.wikidata.org/wiki/Q84;01.10.1815;;K002;17023;51.507222222;-0.1275
Zuvörderst sollte er auf einige Zeit nach England gehen, um sich im der englischen sprache zu vervollkommnen, und reiste daher im November über Neuwied und Zeist nach England.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;Qualifikator_K;Q123456940;https://www.wikidata.org/wiki/Q123456940;via;P2825;https://www.wikidata.org/wiki/Property:P2825;Neuwied;location;Q3967;https://www.wikidata.org/wiki/Q3967;11-1845;;K002;16021;50.428611111;7.461388888
Zuvörderst sollte er auf einige Zeit nach England gehen, um sich im der englischen sprache zu vervollkommnen, und reiste daher im November über Neuwied und Zeist nach England.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;Qualifikator_K;Q123456940;https://www.wikidata.org/wiki/Q123456940;via;P2825;https://www.wikidata.org/wiki/Property:P2825;Zeist;location;Q10056;https://www.wikidata.org/wiki/Q10056;11-1845;;K003;16021;52.083333333;5.233333333
Zuvörderst sollte er auf einige Zeit nach England gehen, um sich im der englischen sprache zu vervollkommnen, und reiste daher im November über Neuwied und Zeist nach England.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;Qualifikator_K;Q123456940;https://www.wikidata.org/wiki/Q123456940;via;P2825;https://www.wikidata.org/wiki/Property:P3712;England;location;Q21;https://www.wikidata.org/wiki/Q21;11-1845;;K004;16021;53.0;-1.0
Im 08.1787 erhielt ich von meinen Vater die Erlaubnif nach Neuwied zu reisen, was dann nach einem mehmüthigen Abschied von den Meinigen geschab.;https://collections.mun.ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11.08.18.xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;Qualifikator_L;Q123456921;https://www.wikidata.org/wiki/Q123456921;via;P2825;https://www.wikidata.org/wiki/Property:P3712;Neuwied;location;Q3967;https://www.wikidata.org/wiki/Q3967;08-1787;;L002;4009;50.428611111;7.461388888
Nachdem wir in der Unitärs.Aeltesten.Conferenz in Bezug auf unsern Dienst waren gesprochen worden und mit einem Handschlag willige Dienertreue feierlich angelobt hatten reisten wir über Hamburg wo sich noch die Geschwister Nissen an uns auschlossen nach England.;https://collections.mun.ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11.08.18.xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;Qualifikator_L;Q123456921;https://www.wikidata.org/wiki/Q123456921;via;P2825;https://www.wikidata.org/wiki/Property:P3712;Hamburg;location;Q1055;https://www.wikidata.org/wiki/Q1055;1797;;L003;4025;53.55;10.0
Nach einer glüklichen seereife erreichten wir am 27. Juli die Küste von Labrador an welcher uns die hohen und steilen Gebirge die sich unsern Blicken darboten mit staunender Bewunderung erfüllten.;https://collections.mun.ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11.08.18.xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;Qualifikator_L;Q123456921;https://www.wikidata.org/wiki/Q123456921;via;P2825;https://www.wikidata.org/wiki/Property:P1444;Labrador;location;Q380307;https://www.wikidata.org/wiki/Q380307;27.07.1797;P570;L004;4045;54.0;-62.0
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Gottlieb Bonatz;person;Q115345946;https://www-wikidata-org/wiki/Q115345946;;;;01-002;;
Ich bin am 29 september 1808 in Gnadenthal auf dem Vorgebirge der guten Hoffnung geboren, wo meine Eltern, Johann Gottlieb Bonaß, gebürtig aus Tangermünde, und Johanna Dorothea geb. Koch aus spree bei Niesky, dem Heiland unter den Hottentotten und Freischwarzen dienten.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Johanna Dorothea Bonatz;person;Q123463892;https://www-wikidata-org/wiki/Q123463892;;;;01-002;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Heinrich Bonatz;person;;Q135317247;https://www-wikidata-org/wiki/Q135317247;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Gottlieb Bonatz;person;Q115345946;https://www-wikidata-org/wiki/Q115345946;;;;01-011;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Heinrich Bonatz;person;;Q135317247;https://www-wikidata-org/wiki/Q135317247;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Johanna Dorothea Bonatz;person;Q123463892;https://www-wikidata-org/wiki/Q123463892;;;;01-011;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Marianne Bonatz;person;;Q135317408;https://www-wikidata-org/wiki/Q135317408;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Gottlieb Bonatz;person;Q115345946;https://www-wikidata-org/wiki/Q115345946;;;;01-011;;
"Altern Anschein nach hatte dasselbe auch eine übfe Wirkung auf meine Geschwister ; denn noch in derselben Nacht gegen Morgen ging mein Bruder Heinrich heim und zu Mittag um 12 Uhr folgte ihm meine ältere schwester Marianne in die ewige Heimat nach.";https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Marianne Bonatz;person;;Q135317408;https://www-wikidata-org/wiki/Q135317408;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Johanna Dorothea Bonatz;person;Q123463892;https://www-wikidata-org/wiki/Q123463892;;;;01-011;;
Er brachte mehrere Kinder andrer Missionare und meine einzige schwester Justine mit, welche alle in Kleinwelke in die Missionsanstalten abgegeben wurden.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Justine Bonatz;person;;Q135295145;https://www-wikidata-org/wiki/Q135295145;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Gottlieb Bonatz;person;Q115345946;https://www-wikidata-org/wiki/Q115345946;;;;01-040;;
Er brachte mehrere Kinder andrer Missionare und meine einzige schwester Justine mit, welche alle in Kleinwelke in die Missionsanstalten abgegeben wurden.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Justine Bonatz;person;;Q135295145;https://www-wikidata-org/wiki/Q135295145;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Johanna Dorothea Bonatz;person;Q123463892;https://www-wikidata-org/wiki/Q123463892;;;;01-040;;
Am 9 Februar 1817 wurden wir durch die Geburt eines söhnleins erfreut, und in der Folge schenkte uns der Herr noch zwei Töchter.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Carl August Lemmerz;person;;Q123420356;https://www-wikidata-org/wiki/Q123420356;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johannes Friedrich Lemmerz;person;Q123420358;https://www-wikidata-org/wiki/Q123420358;09-02-1817;P585;;02-046;;
Mein Vater war Johann Christoph schulz Lehrer am dasigen Gymnasium und meine Mutter Christiane Dorothee Hellwig.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Christiane Dorothee Hellwig;person;Q135294819;https://www-wikidata-org/wiki/Q135294819;;;;03-003;;
Mein Vater war Johann Christoph schulz Lehrer am dasigen Gymnasium und meine Mutter Christiane Dorothee Hellwig.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christoph Schulz;person;Q94807583;https://www-wikidata-org/wiki/Q94807583;;;;03-003;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Gerhard Kölbing;person;;Q135317137;https://www-wikidata-org/wiki/Q135317137;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Friedrich Wilhelm Kölbing;person;Q21517694;https://www-wikidata-org/wiki/Q21517694;;;;07-030;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Paul Kölbing;person;;Q135317515;https://www-wikidata-org/wiki/Q135317515;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Friedrich Wilhelm Kölbing;person;Q21517694;https://www-wikidata-org/wiki/Q21517694;;;;07-030;;
"Dazu kam das Glück, an seinem Vetter einen ihm sehr nahverbundenen Collegen zu haben, und daß mehrere seiner schüler in wahrer Freundschaft sich ihm anschlossen; endlich auch das, daß nach funfjährigem Warten der Herr ihren stillen aber sehnlichen Wunsch erhörte und zur Vollendung ihres Glückes ihnen ihr erstgebornes söhnlein Paul den 21 October 1843 schenkte, dem dann später noch zwei andere söhne Wilhelm und Gerhard nachfelgten.";https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Wilhelm Kölbing;person;;Q94854997;https://www-wikidata-org/wiki/Q94854997;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Friedrich Wilhelm Kölbing;person;Q21517694;https://www-wikidata-org/wiki/Q21517694;;;;07-030;;
Mein Vater, Matthäus Johann Mackh, und meine Mutter, Walburga geb. Dörner, übergaben mich bald nach meiner Geburt in der heil. Taufe meinem schöpfer und Erlöser zum ewigen Eigenthum.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliane Barbara Schultz (Mackh);Juliane Barbara Schultz (Mackh);person;;Q124744576;https://www-wikidata-org/wiki/Q124744576;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Matthäus Johann Mackh;person;Q135314390;https://www-wikidata-org/wiki/Q135314390;;;;08-003;;
Mein Vater, Matthäus Johann Mackh, und meine Mutter, Walburga geb. Dörner, übergaben mich bald nach meiner Geburt in der heil. Taufe meinem schöpfer und Erlöser zum ewigen Eigenthum.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliane Barbara schultz (Mackh);Juliane Barbara Schultz (Mackh);person;;Q124744576;https://www-wikidata-org/wiki/Q124744576;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Walburga Mackh (Dörner);person;Q135314528;https://www-wikidata-org/wiki/Q135314528;;;;08-003;;
Am 10. November 1825 wurden wir durch die Geburt einer Tochter erfreut, die wir in der Taufe dem Herrn zum ewigen Eigenthum weihten.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliane Barbara schulz (Mackh);Amalie Schulz;person;;Q135314907;https://www-wikidata-org/wiki/Q135314907;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Gottfried Schulz;person;Q130902239;https://www-wikidata-org/wiki/Q130902239;10-11-1825;P585;;08-051;;
Am 10. November 1825 wurden wir durch die Geburt einer Tochter erfreut, die wir in der Taufe dem Herrn zum ewigen Eigenthum weihten.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliana Barbara Schulz (Mackh);Amalie Schulz;person;;Q135314907;https://www-wikidata-org/wiki/Q135314907;Kind;P40;https://www-wikidata-org/wiki/Property:P40;Juliana Barbara Schulz;person;Q124744576;https://www-wikidata-org/wiki/Q124744576;10-11-1825;P585;;08-051;;
Im Februar 1817 wurden wir durch die Geburt eines sohnes, Carl August, erfreut, und in den folgenden Jahren schenkte uns der Heiland 2 Töchter, Ernestine und Lisette.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Carl August Lemmerz;person;;Q123420356;https://www-wikidata-org/wiki/Q123420356;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Agnes Lemmerz;person;Q115005136;https://www-wikidata-org/wiki/Q115005136;02-1817;P585;;10-023;;
Im Februar 1817 wurden wir durch die Geburt eines sohnes, Carl August, erfreut, und in den folgenden Jahren schenkte uns der Heiland 2 Töchter, Ernestine und Lisette.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Carl August Lemmerz;person;;Q123420356;https://www-wikidata-org/wiki/Q123420356;Kind;P40;https://www-wikidata-org/wiki/Property:P40;Johannes Friedrich Lemmerz;person;Q123420358;https://www-wikidata-org/wiki/Q123420358;02-1817;P585;;10-023;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestine Suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Ernst Krüger;person;Q135294835;https://www-wikidata-org/wiki/Q135294835;17-07-1817;P585;;14-002;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Marie Krüger geb- Thorsen;person;Q135314827;https://www-wikidata-org/wiki/Q135314827;17-07-1817;P585;;14-002;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Carl Julius Breutel;person;;Q135294676;https://www-wikidata-org/wiki/Q135294676;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christian Breutel;person;Q21415674;https://www-wikidata-org/wiki/Q21415674;06-08-1826;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Carl Julius Breutel;person;;Q135294676;https://www-wikidata-org/wiki/Q135294676;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Sophie Breutel;person;Q125843987;https://www-wikidata-org/wiki/Q125843987;06-08-1826;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Francis William Breutel;person;;Q135294861;https://www-wikidata-org/wiki/Q135294861;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christian Breutel;person;Q21415674;https://www-wikidata-org/wiki/Q21415674;24-06-1830;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Francis William Breutel;person;;Q135294861;https://www-wikidata-org/wiki/Q135294861;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Sophie Breutel;person;Q125843987;https://www-wikidata-org/wiki/Q125843987;24-06-1830;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;John William Breutel;person;;Q135314033;https://www-wikidata-org/wiki/Q135314033;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christian Breutel;person;Q21415674;https://www-wikidata-org/wiki/Q21415674;11-11-1828;P585;;15-044;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;John William Breutel;person;;Q135314033;https://www-wikidata-org/wiki/Q135314033;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Sophie Breutel;person;Q125843987;https://www-wikidata-org/wiki/Q125843987;11-11-1828;P585;;15-044;;
Nach einer Abwesenheit von 15 Wochen hatte ich die Freude, meine l. Frau, unsern Julius und unsern kleinen Emil, den uns der Herr am 17. Mai 1833 geschenkt hatte, wieder meine Arme schließen zu können.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Emil Breutel;person;;Q135294826;https://www-wikidata-org/wiki/Q135294826;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christian Breutel;person;Q21415674;https://www-wikidata-org/wiki/Q21415674;17-05-1833;P585;;15-062;;
Nach einer Abwesenheit von 15 Wochen hatte ich die Freude, meine l. Frau, unsern Julius und unsern kleinen Emil, den uns der Herr am 17. Mai 1833 geschenkt hatte, wieder meine Arme schließen zu können.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Emil Breutel;person;;Q135294826;https://www-wikidata-org/wiki/Q135294826;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Sophie Breutel;person;Q125843987;https://www-wikidata-org/wiki/Q125843987;17-05-1833;P585;;15-062;;
Unsre kleine Marie, geboren . den 24. Nov. 1835, nahmen unsere lieben v. Heynitzens in treue Pflege, Emil brachten wir in die Unit.⸗Anstalt nach Nisky, wo sich unser Julius bereits befand.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Marie Breutel;person;;Q135313974;https://www-wikidata-org/wiki/Q135313974;Vater;P22;https://www-wikidata-org/wiki/Property:P40;Johann Christian Breutel;person;Q21415674;https://www-wikidata-org/wiki/Q21415674;24-11-1835;P585;;15-067;;
Unsre kleine Marie, geboren . den 24. Nov. 1835, nahmen unsere lieben v. Heynitzens in treue Pflege, Emil brachten wir in die Unit.⸗Anstalt nach Nisky, wo sich unser Julius bereits befand.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Marie Breutel;person;;Q135313974;https://www-wikidata-org/wiki/Q135313974;Mutter;P25;https://www-wikidata-org/wiki/Property:P40;Sophie Breutel;person;Q125843987;https://www-wikidata-org/wiki/Q125843987;24-11-1835;P585;;15-067;;
sie wurden am 16 Mai 1848 durch die Geburt ihrer ersten Tochter Maria Auguste erfreut, dann über folgten mancherlei schwere Erfahrungen durch Kränklichkeit und besonders, da der Herr 6 Kindlein fogleih bei ihrer Geburt in sein himmlisches Reich versehte.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Maria Auguste Suhl;person;;Q135314873;https://www-wikidata-org/wiki/Q135314873;Kind;P40;https://www-wikidata-org/wiki/Property:P40;Sophie Ernestina Suhl;person;Q123495084;https://www-wikidata-org/wiki/Q123495084;16-05-1848;P585;;16-043;;
Ich meldete mich zur Aufnahme in die Gemeine, wie es früher noch sitte war, und gelangte dazu am 13 November desselben Jahres.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Mitglied von;P463;https://www-wikidata-org/wiki/Property:P463;Herrnhuter Brüdergemine;organisation;Q159318;https://www-wikidata-org/wiki/Q159318;13.11.;P585;;01-050;;
Den 11ten März 1781 wurde ich in die Gemeine aufgenommen und den 21sten April darauf am grünen Donnerstage gelangte ich zum erstmaligen Genuß des heiligen Abendsmahls als Mitglied der Gemeine.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Mitglied von;P463;https://www-wikidata-org/wiki/Property:P463;Herrnhuter Brüdergemine;organisation;Q159318;https://www-wikidata-org/wiki/Q159318;11-03-1781;P585;;03-030;;
Am 27. April 1788 wurde ich in die Gemeine aufgenommen.;https://collections-mun-ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11-08-18-xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;;Q123456921;https://www-wikidata-org/wiki/Q123456921;Mitglied von;P463;https://www-wikidata-org/wiki/Property:P463;Herrnhuter Brüdergemine;organisation;Q159318;https://www-wikidata-org/wiki/Q159318;27-04-1788;P585;;04-014;;
